brand,title,accords,gender,age,secondary notes
Walter-Wolf,Formula 1 Leather Walter Wolf for men,"leather,animalic,smoky,woody,",male,older_twenty_five,"phenolic,musk,tobacco,medicinal,dry"
BZ-Parfums,Mr. Idol BZ Parfums for men,"leather,animalic,warm spicy,aldehydic,fresh spicy,woody,",male,older_twenty_five,"musk,fatty,waxy,tobacco,phenolic"
The-Merchant-of-Venice,Venezia Essenza Pour Homme The Merchant of Venice for men,"leather,fresh spicy,woody,musky,aromatic,",male,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
Cond-Parfum,Cuir Vert Condé Parfum for women and men,"leather,smoky,woody,citrus,oud,",unisex,older_twenty_five,"phenolic,animalic,medicinal,tobacco,chemical"
Jul-et-Mad-Paris,Mon Seul Desir Jul et Mad Paris for women and men,"leather,soft spicy,amber,aromatic,woody,animalic,",unisex,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
J-F-Schwarzlose-Berlin,Zeitgeist J.F. Schwarzlose Berlin for women and men,"marine,aromatic,amber,balsamic,musky,",unisex,older_twenty_five,"cacao,berry,whiteflower"
Torre-of-Tuscany,Muschio Marino Torre of Tuscany for women and men,"marine,aromatic,musky,woody,floral,salty,",unisex,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Replay,Jeans Spirit! for Him Replay for men,"marine,aromatic,patchouli,fresh,ozonic,floral,",male,older_twenty_five,"lemon,pungent,violetflower"
Profumum-Roma,Acqua di Sale Profumum Roma for women and men,"marine,aromatic,salty,herbal,fresh spicy",unisex,older_twenty_five,"apple,animalic"
Penhaligon-s,Blasted Heath Penhaligon's for men,"marine,aromatic,woody,green,salty,whiskey",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
essence,Like a Nauti Girl essence for women,"marine,coconut,vanilla,musky,aromatic,",female,older_twenty_five,"dairy,powdery,grass,nut,almond"
Profumi-del-Forte,Colonia del Forte 1475 Profumi del Forte for women and men,"marine,salty,woody,citrus,fresh spicy,aromatic",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Masone,Dreams Masone for women,"marine,woody,citrus,fresh,sweet",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Blackbird,Pipe Bomb Pink Blackbird for women and men,"metallic,salty,rose,marine,floral",unisex,older_twenty_five,"sulfuric,tropicalfruit,vegetable,fatty,alliaceous"
Neandertal,Neandertal Light Neandertal for women and men,"metallic,woody,aromatic,amber,green,",unisex,older_twenty_five,"sulfuric,tropicalfruit,vegetable,fatty,grass"
Guerlain,Le Plus Beau Jour de Ma Vie Guerlain for women,"musky,almond,sweet,white floral,vanilla",female,older_twenty_five,"powdery,dairy,cherry,grass,nut"
Les-Nez,L'Antimatiere Les Nez for women and men,"musky,amber,animalic,balsamic,powdery",unisex,older_twenty_five,"musk,dry,vanilla,berry,leather"
Votre-Parfum,Autograph Votre Parfum for women,"musky,amber,balsamic,aromatic,fresh spicy",female,older_twenty_five,"cacao,berry,whiteflower"
Asgharali,Attar Jamid Haneen Asgharali for women,"musky,amber,green,floral,woody,citrus,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Coty,Coty Musk for Men Coty for men,"musky,amber,woody,citrus,animalic",male,older_twenty_five,"musk,leather,tobacco,dry,meat"
Alyssa-Ashley,Musk Alyssa Ashley for women and men,"musky,aromatic,woody,floral,powdery,balsamic,",unisex,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Soivohle,Tobacco & Tulle Soivohle for women and men,"musky,balsamic,amber,tobacco,tuberose,animalic,",unisex,older_twenty_five,"musk,leather,dry,powdery,rancid"
Le-Labo,Tonka 25 Le Labo for women and men,"musky,balsamic,woody,white floral,sweet",unisex,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Black-Phoenix-Alchemy-Lab,Kabuki Black Phoenix Alchemy Lab for women and men,"musky,cherry,soft spicy,sweet,floral,tonka (coumarin)",unisex,older_twenty_five,"almond,vanilla,powdery,berry,cinnamon"
C-O-Bigelow,Almond Musk C.O.Bigelow for women and men,"musky,floral,almond,citrus,vanilla,nutty",unisex,older_twenty_five,"powdery,dairy,cherry,grass,nut"
Mirko-Buffini-Firenze,La Chute D'eau Mirko Buffini Firenze for women and men,"musky,floral,amber,woody,aquatic",unisex,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Il-Profvmo,Silvana Il Profvmo for women and men,"musky,floral,soft spicy,powdery,woody,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Avon,Maxx Avon for men,"musky,green,citrus,fresh,fresh spicy,",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Kuumba-Made,Vanilla Musk Kuumba Made for women and men,"musky,powdery,almond,vanilla,nutty",unisex,older_twenty_five,"dairy,dry,cherry,nut,honey"
Mazzolari,Musk Mazzolari for women and men,"musky,powdery,warm spicy",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Aether,Xtraem Aether for women and men,"musky,powdery,woody,amber,animalic,",unisex,older_twenty_five,"musk,dry,vanilla,berry,leather"
The-Fragrance-Kitchen,Heera The Fragrance Kitchen for women and men,"musky,rose,woody,oud,amber,white floral",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Sanae-Intoxicants,Burning Ocean Sanae Intoxicants for women and men,"musky,soft spicy,amber,aromatic,cinnamon,",unisex,older_twenty_five,"powdery,vanilla,blackcurrant,cherry,grass"
Grasse-Au-Parfum,No 4 Mysterieux Grasse Au Parfum for men,"musky,soft spicy,vanilla,amber,aromatic",male,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Peccato-Originale,Cantaride Peccato Originale for women and men,"musky,vanilla,amber,balsamic,animalic,leather",unisex,older_twenty_five,"musk,powdery,dairy,phenolic,tobacco"
mark-,mark Very Sassy mark. for women,"musky,white floral,fruity,animalic,soft spicy",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Johan-B,Pink Elegance Johan B for women,"musky,white floral,vanilla,woody,amber,rose",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Des-Filles-a-la-Vanille,Musc Venitien Des Filles a la Vanille for women,"musky,white floral,yellow floral,sweet,woody",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
Al-Battash-Classic,Rooh Fazza Femme Al Battash Classic for women,"musky,woody,",female,older_twenty_five,"blackcurrant,anisic,dry"
Starck,Peau d'Ailleurs Starck for women and men,"musky,woody,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Abercrombie-Fitch,Batch No. 46 Abercrombie & Fitch for men,"musky,woody,amber,animalic,powdery,salty,",male,older_twenty_five,"musk,dry,vanilla,berry,leather"
Giorgio-Armani,Summer Mania Eau Fraiche pour Femme Giorgio Armani for women,"musky,woody,balsamic,amber,powdery,white floral",female,older_twenty_five,"vanilla,dry,musk,berry,almond"
L-Aromatica-Perfume,Animus L'Aromatica Perfume for women and men,"musky,woody,oud,amber,aromatic",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Cloon-Keen-Atelier,Frosted Moon Cloon Keen Atelier for women and men,"musky,woody,powdery,amber,green,",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Ralph-Lauren,Chaps Musk Ralph Lauren for men,"musky,woody,warm spicy,soft spicy,balsamic",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Areej-Le-Dor-,Oud Luwak Areej Le Doré for women and men,"oud,coffee,woody,warm spicy,fresh spicy",unisex,older_twenty_five,"nut,cacao,meat,sulfuric,alliaceous"
Gobin-Daud-,Nuit Au Désert Gobin Daudé for women and men,"oud,fresh spicy,aromatic,herbal,floral,woody,",unisex,older_twenty_five,"apple,animalic,lemon,pungent,violetflower"
Arabian-Oud,Oud Mukallet Special Arabian Oud for women and men,"oud,fresh spicy,balsamic,woody",unisex,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Al-Rehab,Oud Fakhir Al-Rehab for women and men,"oud,fresh spicy,balsamic,woody",unisex,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Al-Musbah,Arabian Sahari Al Musbah for women and men,"oud,rose,warm spicy,patchouli,amber,woody",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Swiss-Arabian,Dehn el Ood Shurouq Swiss Arabian for women and men,"oud,warm spicy,musky,amber,woody",unisex,older_twenty_five,"blackcurrant,anisic,dry"
RisingWave,Eternal RisingWave for men,"ozonic,woody,fruity,aquatic,fresh,citrus",male,older_twenty_five,"blackcurrant,anisic,dry"
Etro,Patchouly Etro for women and men,"patchouli,aromatic,woody,warm spicy,fresh spicy,balsamic,",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Teufels-Kuche,Patchouli Sweet Kiss Teufels Kuche for women,"patchouli,floral,warm spicy,sweet,earthy",female,older_twenty_five,"musk,pungent,lemon,violetflower,leather"
Antonio-Banderas,Her Secret Temptation Antonio Banderas for women,"patchouli,sweet,rose,powdery,floral,musky,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Honore-Payan,Patchouli Antique Honore Payan for women and men,"patchouli,warm spicy,earthy,balsamic,woody,",unisex,older_twenty_five,"musk,cacao,leather,berry,whiteflower"
Jeanne-Arthes,Arthes Essential Patchouli Sumatra Jeanne Arthes for women,"patchouli,warm spicy,earthy,balsamic,woody,",female,older_twenty_five,"musk,cacao,leather,berry,whiteflower"
Refan,192 Light Refan for women,"patchouli,white floral,warm spicy,earthy,balsamic",female,under_twenty_five,"musk,cacao,leather,berry,whiteflower"
Mugler,A*Men Summer Flash Mugler for men,"patchouli,woody,warm spicy,musky,earthy,",male,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Loewe,Aura (original) Loewe for women,"powdery,balsamic,floral,woody,citrus,",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
EVOY,SHELMA EVOY for women,"powdery,cherry,citrus,woody,sweet",female,older_twenty_five,"vanilla,almond,dry,berry,musk"
La-Curie,Ossuary La Curie for women and men,"powdery,floral,balsamic,woody,warm spicy,",unisex,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Yves-Rocher,Secrets d’Essences Iris Noir Eau Fraiche Yves Rocher for women,"powdery,floral,citrus,musky,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Jo-Malone-London,Poppy & Barley Jo Malone London for women and men,"powdery,floral,fresh spicy,musky,fruity,woody,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Hamidi-Oud-Perfumes,Misbah Hamidi Oud & Perfumes for women and men,"powdery,floral,rose,amber,woody,oud",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Al-Haramain-Perfumes,Junoon Al Haramain Perfumes for women,"powdery,floral,vanilla,rose,white floral,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Krizia,Krizia Krizia for women,"powdery,floral,vanilla,soft spicy,patchouli,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Royal-Apothic,Violette Pastille Extract Royal Apothic for women,"powdery,floral,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Lolita-Lempicka,Caprice Violette Lolita Lempicka for women,"powdery,floral,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Calvin-Klein,Eternity Intense Calvin Klein for women,"powdery,floral,woody,vanilla,musky,fruity,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Worth,Dans la Nuit Worth for women,"powdery,floral,woody,warm spicy,aromatic,green,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Derek-Lam-10-Crosby,Afloat Derek Lam 10 Crosby for women,"powdery,floral,yellow floral,sweet,woody,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Xyrena,Aaliyah Xyrena for women and men,"powdery,fresh spicy,aromatic,woody,leather,floral,",unisex,older_twenty_five,"animalic,musk,vanilla,phenolic,dry"
Lalique,Hommage a L'Homme Lalique for men,"powdery,fresh spicy,ozonic,floral,oud,balsamic,",male,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Vilhelm-Parfumerie,Harlem Bloom Vilhelm Parfumerie for women and men,"powdery,leather,woody,musky,warm spicy",unisex,older_twenty_five,"animalic,musk,vanilla,phenolic,dry"
Ayala-Moriel,Incarnation Ayala Moriel for women,"powdery,musky,fresh spicy,warm spicy,balsamic",female,older_twenty_five,"vanilla,dry,musk,berry,almond"
DSH-Perfumes,Parma Violet DSH Perfumes for women and men,"powdery,ozonic,aquatic,floral,green",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Women-Secret,Feminine Limited Edition Women Secret for women,"powdery,sweet,fruity,woody,floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Hilde-Soliani,Io Hilde Soliani for women,"powdery,tuberose,floral,white floral,woody",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Avon,Make Me Wonder Avon for women,"powdery,vanilla,floral,woody,sweet,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Zeromolecole,NÈH?! Zeromolecole for women and men,"powdery,woody,floral,musky,balsamic,nutty,",unisex,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Bourjois,Clin d'Oeil Lady Rock Bourjois for women,"powdery,woody,floral,patchouli,caramel,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Guerlain,Samsara Extrait Guerlain for women,"powdery,woody,floral,yellow floral,balsamic",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Korloff-Paris,Kn°II Korloff Paris for women,"powdery,woody,sweet,balsamic,vanilla,aromatic,",female,older_twenty_five,"dairy,dry,almond,musk,berry"
Soivohle,Purple Love Smoke Soivohle for women and men,"powdery,woody,white floral,citrus,floral",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Hamidi-Oud-Perfumes,Ameera Hamidi Oud & Perfumes for women,"rose,amber,woody,warm spicy,animalic,leather",female,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
Coqui-Coqui,Rosas Frescas Coqui Coqui for women and men,"rose,citrus,green,floral,aromatic,",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Gianfranco-Ferre,Ferre Rose Diamond Limited Edition Gianfranco Ferre for women,"rose,citrus,white floral,fruity,floral,ozonic,",female,older_twenty_five,"lemon,pungent,violetflower"
Al-Jazeera-Perfumes,Classic Rose Al-Jazeera Perfumes for women and men,"rose,floral,citrus",unisex,under_twenty_five,"lemon,pungent,violetflower"
Guy-Bouchara,Eau de Cologne Rose-The Guy Bouchara for women,"rose,floral,citrus",female,under_twenty_five,"lemon,pungent,violetflower"
Eclectic-Collections,Signs Eclectic Collections for women,"rose,floral,citrus,amber,fresh,",female,under_twenty_five,"lemon,pungent,violetflower"
Alesha-Dixon,Alesha Rose Quartz Alesha Dixon for women,"rose,floral,citrus,fresh spicy,aromatic,",female,older_twenty_five,"lemon,pungent,violetflower"
Faberlic,Coquette Faberlic for women,"rose,floral,citrus,fresh spicy,fresh",female,older_twenty_five,"lemon,pungent,violetflower"
Caudalie,Rose de Vigne Caudalie for women,"rose,floral,musky,fruity,amber",female,older_twenty_five,"lemon,pungent,violetflower"
Givenchy,Very Irresistible Collector Edition Givenchy for women,"rose,floral,musky,soft spicy,sweet,fresh,",female,older_twenty_five,"pungent,lemon,violetflower"
mark-,MOD mark. for women,"rose,fresh spicy,floral,herbal,sweet,",female,older_twenty_five,"apple,pungent,lemon,violetflower,animalic"
Marni,Marni Rose Marni for women,"rose,fruity,aromatic,warm spicy,woody,sweet,",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Elizabeth-W,Tea Rose Elizabeth W for women,"rose,green,fruity,floral,fresh spicy",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Betty-Barclay,Betty Barclay Woman No 3 Betty Barclay for women,"rose,green,woody,aromatic,citrus,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Gucci,A Forgotten Rose Perfume Oil Gucci for women and men,"rose,musky,soft spicy,sweet,floral,,",unisex,older_twenty_five,"pungent,lemon,violetflower"
Rasasi,Mukhallat Lil Abhaya Wa Shela Rasasi for women,"rose,musky,warm spicy,tobacco,amber,leather,",female,older_twenty_five,"animalic,phenolic,musk,smoky,medicinal"
J-F-Schwarzlose-Berlin,Trance J.F. Schwarzlose Berlin for women and men,"rose,oud,amber,balsamic,herbal,",unisex,older_twenty_five,"apple,cacao,berry,whiteflower,animalic"
Etry,3 Etry for women and men,"rose,patchouli,oud,warm spicy,earthy",unisex,older_twenty_five,"musk,leather"
Aftelier,Alchemy Aftelier for women and men,"rose,vanilla,amber,white floral,fresh spicy,citrus",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Pokrovka-Trading-House,Lovely Daisy Pokrovka Trading House for women,"rose,vanilla,citrus,floral,sweet,green",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Beauty-Brand-Development,Goya Black Rose Beauty Brand Development for women,"rose,white floral,green,fresh spicy,floral,warm spicy,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
By-Cloud,Soul of Rose By Cloud for women and men,"rose,woody,amber,fruity,musky,oud",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Azzaro,Shine Azzaro for women and men,"sand,citrus,woody,fresh spicy,aromatic,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Marlou,D'ambiguite Marlou for women and men,"smoky,leather,fresh spicy,woody,animalic,",unisex,older_twenty_five,"phenolic,musk,tobacco,medicinal,dry"
Lolita-Lempicka,Illusions Noires Au Masculin Eau de Minuit Lolita Lempicka for men,"soft spicy,sweet,woody,balsamic,oud,",male,older_twenty_five,"cacao,pungent,blackcurrant,anisic,dry"
Naomi-Campbell,Winter Kiss Naomi Campbell for women,"soft spicy,woody,powdery,vanilla,musky,floral,",female,under_twenty_five,"dairy,dry,almond,musk,coconut"
Acqua-del-Garda,Intenso d'Agrumi Acqua del Garda for men,"sweet,aromatic,balsamic,woody,vanilla,powdery,",male,older_twenty_five,"dairy,dry,almond,musk,berry"
Cont-m-1g,Pink Femme Contém 1g for women,"sweet,caramel,vanilla,powdery,woody",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Koto-Parfums,Hello Kitty Pop-A-Licious Koto Parfums for women,"sweet,cherry,vanilla,fruity,musky,white floral",female,older_twenty_five,"dairy,powdery,almond,grass,coconut"
Adidas,Adidas Originals Adidas for men,"sweet,citrus,aromatic,green,fresh spicy",male,under_twenty_five,"pungent,grapefruit,musty,clean,oily"
Tokyo-Milk-Parfumerie-Curiosite,Let Them Eat Cake Tokyo Milk Parfumerie Curiosite for women and men,"sweet,coconut,musky,floral,vanilla",unisex,older_twenty_five,"dairy,powdery,grass,nut,almond"
Daniel-Josier,Orquidea Negra Daniel Josier for women,"sweet,earthy,woody,cacao,fruity,",female,older_twenty_five,"nut,coffee,caramellic,musty,musk"
Elizabeth-Arden,Always Red Elizabeth Arden for women,"sweet,fruity,amber,citrus,woody,white floral,,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
Khloe-and-Lamar,Unbreakable Khloe and Lamar for women and men,"sweet,fruity,aromatic,warm spicy,woody,citrus,",unisex,older_twenty_five,"pungent,blackcurrant,anisic,dry"
4160-Tuesdays,The Great Randello 4160 Tuesdays for women and men,"sweet,fruity,balsamic,woody,earthy,citrus,",unisex,older_twenty_five,"musk,cacao,pungent,berry,whiteflower"
Missguided,Chill Babe Missguided for women,"sweet,fruity,citrus,fresh,musky,rose",female,older_twenty_five,pungent
Floris,Amethyst Floris for women,"sweet,fruity,citrus,white floral,green,",female,older_twenty_five,"pungent,grapefruit,musty,clean,oily"
CFFC-Fragrances,Mystery Secret CFFC Fragrances for women,"sweet,fruity,floral,citrus,powdery",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Lacoste-Fragrances,Lacoste for Women Lacoste Fragrances for women,"sweet,fruity,green,soft spicy,warm spicy,floral,",female,older_twenty_five,"pungent,grapefruit,musty,clean,oily"
Jeanne-Arthes,C'est la Fete! Jeanne Arthes for women,"sweet,fruity,honey,caramel,warm spicy",female,older_twenty_five,"powdery,waxy,cacao,berry,tropicalfruit"
Fiorucci,Pink Diamond Fiorucci for women,"sweet,fruity,honey,patchouli,cacao,warm spicy,",female,older_twenty_five,"nut,coffee,powdery,vanilla,waxy"
Bond-No-9,I Love New York for Her Bond No 9 for women,"sweet,fruity,patchouli,vanilla,rose,warm spicy",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Kerosene,Fields of Rubus Kerosene for women and men,"sweet,fruity,patchouli,woody,tobacco",unisex,older_twenty_five,"animalic,leather,dry,blackcurrant,leaf"
Jequiti,Adriane Galisteu Exotic Jequiti for women,"sweet,fruity,powdery,vanilla,balsamic,white floral,",female,under_twenty_five,"dairy,dry,almond,musk,berry"
Lollia,Inspire Lollia for women,"sweet,fruity,rose,ozonic,white floral,floral,",female,older_twenty_five,"pungent,lemon,violetflower"
L-Erbolario,Legni Fruttati L'Erbolario for women and men,"sweet,fruity,soft spicy,musky,aquatic,vanilla,",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Montale,Tropical Wood Montale for women and men,"sweet,fruity,tropical,oud,rose,",unisex,older_twenty_five,pungent
Pascal-Morabito,Purple Ruby Pascal Morabito for women,"sweet,fruity,vanilla,caramel,floral,fresh,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Zara,Lily Pad Zara for women,"sweet,fruity,vanilla,citrus,milky,floral,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Victoria-s-Secret,Sugarpop Victoria's Secret for women,"sweet,fruity,vanilla,fresh,sour,",female,under_twenty_five,"dairy,powdery,cheese,grass,coconut"
Golan,Believe Love Golan for women,"sweet,fruity,vanilla,patchouli,powdery",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Victoria-s-Secret,Sweet Daydream Victoria's Secret for women,"sweet,fruity,vanilla,powdery,fresh",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Diesel,Diesel Zero Plus Feminine Diesel for women,"sweet,fruity,warm spicy,fresh spicy,cacao,vanilla",female,older_twenty_five,"nut,dairy,powdery,coffee,caramellic"
Jean-Patou,Sira des Indes Jean Patou for women,"sweet,fruity,warm spicy,woody,yellow floral,powdery,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Betty-Boop,Angel Betty Betty Boop for women,"sweet,fruity,white floral,citrus,vanilla,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Kat-Von-D,Kat Von D Poetica Kat Von D for women,"sweet,fruity,woody,rose,cherry,white floral",female,older_twenty_five,"almond,vanilla,powdery,berry,cinnamon"
Olivine-Atelier,Gigi Olivine Atelier for women and men,"sweet,green,tropical,white floral,vanilla",unisex,older_twenty_five,"dairy,powdery,grass,coconut,nut"
Voila-Du-Joli,Bonbonniere Voila Du Joli for women,"sweet,musky,fruity,woody,soft spicy,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
KPK-Parfum,Disney Princess Scent of Adventure Диснеевская Принцесса: Аромат Приключений KPK Parfum for women,"sweet,musky,fruity,woody,sour,",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Filles-des-Iles,Sugar Chic Filles des Iles for women,"sweet,powdery,vanilla,soft spicy,white floral,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Christine-Lavoisier-Parfums,Burlesk Malina Christine Lavoisier Parfums for women,"sweet,soft spicy,musky,floral,white floral",female,older_twenty_five,"pungent,lemon,violetflower"
Solstice-Scents,Black Mallow Solstice Scents for women and men,"sweet,soft spicy,powdery,anis,fresh spicy",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
CB-I-Hate-Perfume,Smokey Tobacco CB I Hate Perfume for women and men,"sweet,tobacco,citrus,whiskey,fruity",unisex,older_twenty_five,"animalic,leather,leaf,dry,grass"
Adidas,Fizzy Energy Adidas for women,"sweet,tropical,fruity,citrus,fresh,",female,older_twenty_five,pungent
Bath-and-Body-Works,Hello Kitty Bath and Body Works for women,"sweet,tropical,fruity,floral,fresh",female,older_twenty_five,"pungent,lemon,violetflower"
Reflexion,Pryanik Reflexion for women and men,"sweet,vanilla,cinnamon,warm spicy,balsamic,honey",unisex,older_twenty_five,"powdery,dairy,grass,cacao,coconut"
4160-Tuesdays,The Dark Heart of Old Havana 4160 Tuesdays for women and men,"sweet,vanilla,citrus,tobacco,coffee,",unisex,older_twenty_five,"nut,cacao,dairy,powdery,meat"
Voluspa,Santiago Huckleberry Voluspa for women and men,"sweet,vanilla,fruity,sour,powdery",unisex,older_twenty_five,"dairy,berry,dry,almond,honey"
Victoria-s-Secret,Sexy Little Things Noir Tease Victoria's Secret for women,"sweet,vanilla,fruity,white floral,powdery",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Van-Cleef-Arpels,Collection Extraordinaire Orchidee Vanille Van Cleef & Arpels for women,"sweet,vanilla,powdery,cacao,floral,",female,older_twenty_five,"nut,dairy,honey,dry,coffee"
En-Voyage-Perfumes,Café Cacao En Voyage Perfumes for women and men,"sweet,warm spicy,amber,cacao,coffee,milky,",unisex,older_twenty_five,"nut,meat,caramellic,musty,sulfuric"
Il-Profumiere,Fiore Del Thiare Il Profumiere for women,"sweet,white floral,coconut,vanilla,animalic,",female,older_twenty_five,"dairy,powdery,musk,grass,nut"
Roberto-Cavalli,Anniversary Roberto Cavalli for women,"sweet,white floral,fruity,vanilla,patchouli,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Al-Musbah,Babe In Red Al Musbah for women,"sweet,white floral,powdery,fruity,woody",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Yves-Saint-Laurent,Black Opium Exotic Illusion Yves Saint Laurent for women,"sweet,white floral,vanilla,fruity,almond,",female,older_twenty_five,"powdery,dairy,cherry,coconut,nut"
Bvlgari,Goldea Bvlgari for women,"sweet,white floral,yellow floral,amber,woody,musky,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
De-Gabor,Darling De Gabor for women,"sweet,woody,balsamic,warm spicy,amber,musky",female,older_twenty_five,"cacao,pungent,blackcurrant,anisic,dry"
Miss-Selfridge,Beau Miss Selfridge for women,"sweet,woody,fruity,powdery,citrus,rose,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
NafNaf,NafNaf NafNaf for women,"sweet,woody,fruity,powdery,floral,vanilla,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
David-Jourquin,Cuir Mandarine David Jourquin for men,"tobacco,patchouli,citrus,fresh spicy,leather",male,older_twenty_five,"animalic,phenolic,musk,smoky,medicinal"
Essenzialmente-Laura,Calabash Essenzialmente Laura for women and men,"tobacco,sweet,whiskey,citrus,fruity,aromatic",unisex,older_twenty_five,"animalic,leather,leaf,dry,grass"
House-of-Orpheus,Charuto House of Orpheus for women and men,"tobacco,woody,sweet,oud,leather,",unisex,older_twenty_five,"animalic,phenolic,musk,dry,smoky"
Dzintars,Koķete 4 Dzintars for women,"tropical,fruity,sweet,fresh,sour,citrus",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Sephora,Mangue (Mango) Sephora for women,"tropical,fruity,sweet,sour,woody",female,older_twenty_five,"cheese,pungent,body,berry,caramellic"
Hinode,Ella Forever Hinode for women,"tropical,marine,fruity,sweet,aromatic,fresh",female,older_twenty_five,pungent
Eroma-Perfumes,Purple Diamond Eroma Perfumes for men,"tropical,sweet,fruity,balsamic,woody,white floral,",male,older_twenty_five,"cacao,pungent,berry,whiteflower,blackcurrant"
Roccobarocco,Roccobarocco Black For Women Roccobarocco for women,"tuberose,fruity,white floral,floral,balsamic,animalic,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
